x,y,bucket,longitude,latitude,speed
54.244,446.009,1,-122.502,37.779,9.992
415.924,305.847,2,-122.442,37.757,11.085
60.272,133.830,3,-122.501,37.73,17.226
415.924,82.862,1,-122.442,37.722,9.722
150.692,452.380,5,-122.486,37.78,10.944
548.540,280.363,5,-122.42,37.753,14.611
572.652,350.444,5,-122.416,37.764,10.258
343.588,579.800,1,-122.454,37.8,9.537
349.616,140.201,5,-122.453,37.731,10.135
319.476,133.830,1,-122.458,37.73,10.000
542.512,261.250,5,-122.421,37.75,10.858
651.016,388.670,1,-122.403,37.77,9.941
693.212,446.009,2,-122.396,37.779,11.081
421.952,516.090,1,-122.441,37.79,9.650
536.484,535.203,5,-122.422,37.793,10.542
861.996,369.557,5,-122.368,37.767,10.278
349.616,401.412,5,-122.453,37.772,10.500
470.176,242.137,5,-122.433,37.747,10.139
644.988,305.847,3,-122.404,37.757,21.303
132.608,363.186,5,-122.489,37.766,14.074
644.988,82.862,3,-122.404,37.722,17.361
464.148,369.557,5,-122.434,37.767,10.147
723.352,108.346,5,-122.391,37.726,29.167
434.008,496.977,5,-122.439,37.787,10.948
235.084,350.444,5,-122.472,37.764,10.370
18.076,337.702,2,-122.508,37.762,11.111
735.408,165.685,5,-122.389,37.735,10.321
518.400,350.444,5,-122.425,37.764,10.301
837.884,121.088,3,-122.372,37.728,19.445
789.660,605.284,3,-122.38,37.804,21.759
192.888,229.395,3,-122.479,37.745,15.278
874.052,229.395,3,-122.366,37.745,25.556
687.184,420.525,2,-122.397,37.775,11.243
434.008,178.427,5,-122.439,37.737,10.278
120.552,344.073,2,-122.491,37.763,11.250
156.720,25.523,5,-122.485,37.713,14.957
578.680,127.459,5,-122.415,37.729,10.275
837.884,535.203,3,-122.372,37.793,22.500
283.308,369.557,5,-122.464,37.767,10.278
476.204,363.186,3,-122.432,37.766,17.014
542.512,25.523,5,-122.421,37.713,10.312
247.140,420.525,2,-122.47,37.775,12.917
458.120,369.557,5,-122.435,37.767,10.301
271.252,19.152,2,-122.466,37.712,12.390
578.680,356.815,5,-122.415,37.765,10.534
90.412,216.653,2,-122.496,37.743,11.167
427.980,592.542,4,-122.44,37.802,31.111
241.112,165.685,5,-122.471,37.735,10.236
307.420,70.120,5,-122.46,37.72,10.303
898.164,586.171,3,-122.362,37.801,24.167
192.888,598.913,3,-122.479,37.803,20.370
874.052,598.913,3,-122.366,37.803,20.972
843.912,547.945,3,-122.371,37.795,22.223
482.232,560.687,2,-122.431,37.797,11.111
765.548,586.171,3,-122.384,37.801,24.444
494.288,484.235,2,-122.429,37.785,12.252
379.756,70.120,3,-122.448,37.72,22.962
777.604,184.798,2,-122.382,37.738,13.115
18.076,248.508,2,-122.508,37.748,12.197
675.128,159.314,3,-122.399,37.734,19.444
795.688,127.459,1,-122.379,37.729,9.167
259.196,57.378,2,-122.468,37.718,11.389
669.100,140.201,5,-122.4,37.731,10.046
608.820,203.911,3,-122.41,37.741,22.570
36.160,70.120,3,-122.505,37.72,20.556
259.196,579.800,3,-122.468,37.8,17.817
289.336,299.476,5,-122.463,37.756,14.173
669.100,401.412,5,-122.4,37.772,14.889
759.520,235.766,5,-122.385,37.746,14.063
355.644,114.717,5,-122.452,37.727,10.735
614.848,350.444,5,-122.409,37.764,14.975
632.932,267.621,2,-122.406,37.751,11.768
403.868,420.525,5,-122.444,37.775,14.028
452.092,420.525,1,-122.436,37.775,9.209
72.328,420.525,1,-122.499,37.775,10.000
693.212,248.508,5,-122.396,37.748,10.614
229.056,395.041,2,-122.473,37.771,13.056
801.716,344.073,4,-122.378,37.763,34.861
614.848,388.670,2,-122.409,37.77,11.611
144.664,324.960,5,-122.487,37.76,10.926
880.080,611.655,3,-122.365,37.805,17.531
620.876,439.638,2,-122.408,37.778,12.014
156.720,484.235,2,-122.485,37.785,11.163
54.244,248.508,1,-122.502,37.748,9.429
102.468,216.653,2,-122.494,37.743,11.772
753.492,191.169,5,-122.386,37.739,10.157
530.456,273.992,5,-122.423,37.752,10.076
843.912,210.282,1,-122.371,37.742,9.722
669.100,496.977,5,-122.4,37.787,10.085
186.860,356.815,2,-122.48,37.765,11.213
542.512,484.235,1,-122.421,37.785,9.941
663.072,254.879,2,-122.401,37.749,12.359
874.052,414.154,3,-122.366,37.774,17.222
693.212,152.943,2,-122.396,37.733,12.986
638.960,356.815,3,-122.405,37.765,16.596
42.188,395.041,2,-122.504,37.771,11.699
102.468,95.604,2,-122.494,37.724,12.222
669.100,178.427,3,-122.4,37.737,19.667
367.700,165.685,3,-122.45,37.735,24.167
307.420,573.429,5,-122.46,37.799,10.278
259.196,63.749,1,-122.468,37.719,9.722
723.352,407.783,5,-122.391,37.773,10.222
819.800,586.171,3,-122.375,37.801,21.729
162.748,605.284,3,-122.484,37.804,21.528
904.192,598.913,3,-122.361,37.803,20.667
488.260,305.847,1,-122.43,37.757,9.167
